commentaire;label
"""@ridasasa188 Il y a eu trop de trafic dans se ballon d'Or, les journalistes qu'ils ont voté, soit ils étaient aveugles soit il y a une corruption, Dembélé début de saison pas grand-chose, fin de saison il a fait des grands progrès, mets il le mérite pas.""";1
"""@luckyluke95 Dembélé a toujours gardé son visage d’enfant, c’est incroyable, il ne vieillit pas 😂😂😂""";1
@dyego696 Raphinha 5 eme ? Pedri 11ème ? Gros rire là;0
@mohameddouri8834 Hakim;0
@RemsEU La daronne a plombé la fin de soirée lol;0
"Un bon joueur qui n'a pas abandonné et crois en lui même malgré plusieurs blessures.""";0
"""@djamelbelkheir1151 Le Boss, un talent pur, un mec simple et sympathique, toujours là pour les autres, il mérite amplement ce trophée, Bravo Ousmane ✨✨✨""";1
@nayimsyed4993 Classe de la part de Kate Abdo d'inviter la maman d'Ousmane. Felicitation Ousmane Dembele 👏;1
"""@stevenlebas2376 Quand il dit"""" voilà"""" j'ai l'impression d'entendre WALLAH 😂😂""";0
@michellouis8949 C'était pas mon préféré mais les journalistes ont préféré le joueur du PSG.;0
@DAVIDKENZOMANDJEM pourquoi Dembélé ca me n énerve😖😖😣😡😡😡😡😡😡😤😤😤🤬🤬😱😠🤬😢😭;0
@Neyuu7 on  t'aime dembouz;0
@BigTsun1 🔥🔥🔥🔥;1
"ENFIN CEST CA LES FRANCAIS????.. ET LE FOOT FRANCAIS,  DEMBELE BALLLON DOR ON AURRA TOUT VUS????.?""";0
"Ça fait hyper plaisir pour les.jeunes.""";1
@ejioforshedrack Who is that woman crying 😂😂;0
"""@Djibril-0710 ET Ousmane, ballon d’or❤""";1
nan C’est quoi ces singeries dans le public ? Un peu de calme et de respect svp;1
@Sans2euros les pubs faut doser nn ?;0
"""@DMaintain Père Céleste, je prie pour que tu gardes la personne qui lit ceci en vie, en sécurité, en bonne santé et bénie financièrement. Amen. 🙏🏾""";0
@oxyoxy2225 SANS OUBLIER CE RACISTE DE NACER;0
@janonasra4025 Il le mérite;1
@g.muhammad8018 One of the best players;0
@MayaKaur-e5o Dembele tu es exceptionnel 😅;1
@saidamahdouk5577 Bollon non mérité;1
@MayaKaur-e5o Il le mérite;1
@fabnaw4480 Bravo Ousmane mérité. Raphinha qui finit derrière son coéquipier Yamal c’est une blague.;1
@Bgo-p6j Félicitation à toi OUSMANE DEMBÉLÉ tu as charbonné pour ça ❤ pareil a LAMINE;1
@baroloukmane8210 Merci de penser à Évreux ça m'a fait plaisir 👍;1
@SamuelVespa Ousmane ballon d'Or et Ousmane ballon d'Or🎉;1
@SamuelVespa Dembélé il le mérite;1
"""@mbpofficiel5688 Les gars là ont décidé de tous se blesser pour assister à la cérémonie,l'OM a profité.""";0
"""@abdoulak4064 Le concours du Ballon d’Or 2025 constitue un exemple – ou un modèle – de la désillusion morale française et occidentale, ainsi qu’une illustration de la primauté des intérêts nationaux comme fondement de la démocratie française moderne, au détriment des critères d’équité objective et des relations humaines.""";0
@TresorLoundou 👏👏👏👏;1
"""@mikebolly5273 Personne regarde le foot ici ou quoi, yamal durant l'année il a éteint tous le monde, seuelemnt parce que l'année passé  il ne la pas eu ...nimporte quoi""";0
@matthieuphan-chi8706 Qu'il prenne exemple Mbappé pour avoir le ballon d'or;0
@moussadiabate1579 🎉❤❤;1
@AbdulWahat-g9i Rafinha diserve it😢;0
"Bon courage ( Bamananké)""";0
"""@Cap-sur-les-Stades Dembélé Ballon d'Or, Quel discours Monsieur. On sent le vécu. Malgré les hauts et les bas du milieu, tu as réussi à le décrocher alors que ce n'étais pas un objectif.  De la reconnaissance partout où tu es passé, vraiment touchant. C'est mérité, Bravo!!!""";1
@FarukAhmed-s3p 5 time leo messi name @ osman dembele;0
@kabadabe C'est beau vraiment;0
@patrickR-gc4oh Félicitations à ce grand joueur du PSG il le mérite avec la saison effectuée avec toutes l’équipe de Paris ❤;1
@cedricktolonganiwa5766 Bravo champion !💪🏽;1
@SALAHDK1 et ousmane ballon d'or et ousmane ballon d'or !;0
@ابوقلقولالحبشيابوقلقولالحبشي hakimi  c'est le meilleure  mais c'est  un arab 🙄;0
@Cryptic212-80 Parce que dembele il est américain peut-être;0
@KomiBIYE ❤🎉;1
@AminataSesay-g8c African for life;0
"""@ekssandouno1240 Ballon d'or devant mbappe, pogba, vinicius, iniesta,Xavi,kroos""";0
"""@ekssandouno1240 Comme cest un français, on ne vole pas""";0
@ekssandouno1240 Ils ont volé pour  vinicius;0
@UseniDonbenit est ce que tu es vivant;0
"""@jamilaa.107 Il a dit combien de fois """" exceptionnel"""" 🤣 sinon bien joué a lui il méritait""";1
@djonabi1085 Un artiste africain qui célèbre la victoire de Dembelé https://youtu.be/_KtN53bxn-8?si=HVszXsmbVsiCDF8Y 🥳🥳🥳;1
"""@bacchus5881 Un gars en or, il mérite rien que pour ça.""";1
@sandrasds8810 Très beau discours et naturel. Il m’a fait pleurer. Encore bravo 👏👏👏;1
@KhadėmLo-u4c Ousmane seul❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤;1
@Moulham-zfr 🎉🎉🎉🎉;1
@juliebindeletv2483 Félicitations Ousmane Dembélé Tu mérite Ce ballon d’or t’es un grand joueur Simple et humble l’humilité précède la gloire ❤❤;1
@RebeccaMafuta-s2n Où est les Barcelonais ?;0
@arsenelupin2864 Une mascarade !!! YAMAL est 10000 fois plus étincelant !! Je comprends pas pourquoi il triche tout le temps;0
@DavidDavid0007-m7u Très digne bravo . Bravo pour tous ceux qui t’ont moqué belle revanche;1
@stanislas-LG Je suis très très fière de toi et que le Seigneur te bénisse plus plus. ❤❤❤❤❤❤;1
@SCIENTIFIC_100 RAPHINHA ON 5TH POSITION IS NOT FAIR AT ALL;0
@niyocaz Sincérité !;0
@niyocaz Sincère !;0
@niyocaz Les Émotions !;0
"""@EndhlMelo DEMBÉLÉ, ganhou e tudo bem. Mas isso só deixa claro, que uma geração que ainda acha que Messi foi melhor que Maradona, não tem condições de discutir futebol. FiM!!!""";0
@Kakarotlevrai GG OUSEMAN;1
@FranciscoOliveira-j3w Bravo petit ! Ne change pas;1
"""@fatihabaiker1428 Ousmane, il faut citer tous les noms, c'est important et bravo, c'est la récompense du travail.""";1
"""@statimed3808 il ne le mérite pas on sait que se les bailleurs de fond et les investisseurs qui décident et nacer lakhlifi l'apporteur de la caisse a déjà décidé , il faut changer le nom le ballon d'or des bailleurs de fonds sera juste et équitable 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂""";1
@Ronaldo66-h3c Dembele ballon d'or avant mbappe 😂😂;0
@bloodandhonorr Go acheter le maillot de dembouz il le mérite maintenant le prochain pour Mbappé j'espère;1
@AblamAgbana-s1k La vie simple telle que Dieu a voulu qu'elle soit;0
@SylvainHk-g6d Vraiment tu la mérité;1
@augustinfrenchgame2355 😢😢😢 il m'a fait chialé 😢😢😢 . Il est fou;0
@guymathieunamo7030 'est tout mérité;1
@Palukumakasanizawadi Vive Afrique;0
@MamadouDiallo-e8c Súper Mon Frere;1
@IsaacMaloso-i9r1m 🎉🎉🎉🎉;1
"L ambidextre 😊""";1
"Démbélé est marié à une marocaine et Yamal sa grand-mère est marocaine 😊""";1
@sebalino Tellement émouvant;0
"""@sabriazeddine698 Avec ses chiffres, il ne mérite même pas un ballon en plastique""";1
@ElhoussineChaih Le ballon d or doit etre gagne seulement par une legende de foot comme La perle noire Larbi Ben Barek ou le Roi Pele ou Maradona ou Ronaldo le Bresilien ou Ronaldo le portigais ou Messi  ou Ronaldigno juste a titre d exrmple si no ce grand ballon dore perdra sa valeur doree.;1
@Lionelbanzeofficiel Félicitations deuxième l'homme de l'histoire tubas bien sorti tu as bien parlé avec fidèle;1
"""@igoregbedji K. MBAPPE prochain ballon d'or, c'est une prophétie""";0
@PostMatchMoments Yamal should have won it. Spain had a better Year than France.;0
"""@jean-pierrestraub7530 A part """"voilà """" et """"exceptionnel"""", il connaît d'autres mots ? Je ne vois pas où il y a lieu de pleurer ici, sauf pour la langue de Molière""";1
@Léo-y3q6b Bravo champion ❤;1
"""@Anti-Kraghla1962 En seulement 3 mois, il est passé du plus grand flop de l'histoire du PSG au ballon d'or, bravo, on attend maintenant que Netanyahou reçoie son prix Nobel de  la paix 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂""";1
@jean-pierrestraub7530 C'est quoi la chose en robe argentée?;0
@dauryankarter1480 Premier noir à avoir le ballon d’or;0
"EXCEPTIONNEL..SEREIN,LUCIDE, ÉMOUVANT.SA DARONNE EST RESTÉE STOÏQUE MÊME SI ÉMUE ❤❤❤""";1
@gatienyounsi9143 Le Ballon d'or du peuple;0
"""@PothinMONNOUDE C'est exceptionnel à chaque fois, c'est un tic à corriger""";1
"""@josuemvambanukapita2144 Courage à lamil yamal,  tu les aura un jour""";0
@YanisM-vi2xw Oui oui dans 10 ans le gamin;0
@FJO98 Il n'y a plus d'or dans ce ballon c'est un cadeau d'un journal français à un joueur français;0
"""@jean-pierrestraub7530 Il y a quand même un problème dans la formule du Ballon d'or, mélange de performances individuelles et de palmarès d'équipe. Quand je vois Dembélé 1er et M'Bappé 7e, je ne sais pas s'il faut rire ou pleurer""";1
@JulesKendewa Tu as mérité ce ballon d'or ❤;1
"""@samdorsalis878 Bravo Ousmane!!! Lamal aurait merité mais bon priorité aux """"'anciens"""". Grosse charge émotionnelle: plusieurs couches: le parcours, les doutes, les blessures, mais aussi les blessures liées à la COULEUR de peau: tout ça transparaît a travers les larmes Puissant!!!🤔""";1
"""@montagneneige1009 J'adore Dembélé et je suis très heureux qu'il ait gagné le ballon d'or, il le mérite. Je veux juste qu'on prenne plus au sérieux les défenseurs, Hakimi pour moi doit être beaucoup mieux classé. ça se voit clairement qu'on préfère beaucoup trop les attaquants dans tout ce classement. En tout cas je serais toujours pour qu'une âme comme celle de Dembélé, Ronaldinho, Neymar, Kanté, Hazard, et tant d'autres soit comprise. Bravo Dembélé  👍""";1
@sissi-g1x7g Avec Benzema encore des anciens lensois qui gagnent le ballon d'or bravo vivement votre retour au RC Lens en plus Varane sera votre entraîneur;1
"Ça devrait être plutôt LAMINE YAMAL""";1
@Mangekyou_sharingan_ohirume Le psg a acheté la ldc maintenant le ballon d'or 😂😂😂;0
@AllôJésus-p9y L'or de l'Afrique ... Chez lui ❤;1
@MichaelMLE Exceptionnel !;1
@Boucadarydiallo Bravo ❤❤❤❤ c'est magnifique ❤❤❤;1
"""@E2356-e7q Bravooo ousmane ,tu le merites""";1
@xdrzzsq568 Il n’a joué  que  la moitié  de la saison... ji Gombron ba!😂;0
@BrecheSenzoua-u6z3h Courage pour la suite 🎉🎉🎉😊😊❤;1
@dazzlenetwork3507 Ousmane! Ousmane!! Ousmane!!! 🎉🎉🎉🎉;1
"""@Mehdi-os6ud Mérité a mort félicitation à lui vraiment, le seul bémol pour moi vraiment c'est le classement de pedri ..""";1
@yaofred894 c'est vilain ça essuyez un peu vos larmes merde;0
@anaconda350 un discours exceptionnel;1
@axelsonclementepicareta940 Merece;0
@fillalifillali C'est la cérémonie des hipocrites et menteurs etc;0
@abdelalielakkali6348 Hakimi ballon ďor;0
@abdelalielakkali6348 عتمان لايستحق الكرة الدهبية  يشكر ناصر والي نعمته;0
@lo5925 Il est cool ce Ousmane;0
@abdelalielakkali6348 يجب على حكيمي مغادرة باريس لم ياخد حقه كالعب موتر وسنرى ديمبيلي مادا سيفعل;0
@Jacksonlouimalive-i8b Bravo Ousmane entant qu' haïtien tu fais l honneur de la race noire;1
@abdelalielakkali6348 Hakimi ballon ďor;0
"""@boyodeemmapide2353 Courage Dembele, voila le fruit au bout de l’effort. Chapeau champion.""";1
"""@elvevo9692 Al fin se iso justicia, bamon de oro 2023 haaland, 2024 vini jr 🤬😔🙏🙏🙏""";0
@2000M-ur4xj Humainement c est le meilleur bravo a toi et allez l om;1
@mustaphafliou8991 Hakimi;0
@ncha3570 On t’aime oussmane #supporter de l’OM;0
"""@losmarcon Not even a small smile from his mom, WTF !!!""";0
@BatantaDjaa Tu mérites;1
@farid95000 elle est chelou sa mere! elle a fait la gueule pendant tout l'evenement!;0
@PaulMallet-s2s Ousmane Dembélé est définitivement dans l'histoire du foot français;0
@MaZIgh006 Il mérite 🤍;1
@bensbourgeoi2593 AVOIR UN BALLON D'OR A PARIS SAINT-GERMAIN. C'EST EXCEPTIONNEL;1
"""@aboubacarsidikitraore1770 J'ai rarement vu l'unanimité autour d'un ballon d'or et d'un discours tel celui-ci. Mes respects Dembouz. J'adore cette partie où tu parles de ta maman, elles sont vraiment nos heroines. Elles sont justes exceptionnelles. Je t'aime maman de tout mon coeur.""";1
@TheTeixeira26 Un encien barcelonaze qui remporte son premier ballon d'or 3a après avoir quitté son encien club le fc barcelonulle qui lui ce présente avec son prétendant aux titres de BO lamine amale est qui ce le fait raflé le titre par ce même joueur qu'ils on vendus 😂 bien joué ousmane tu la bien mérité;1
@carosoa6828 Eh Ousmane ballon d'or;0
@stevengoy515 Félicitations Ousmane Dembélé pour avoir remporté le Ballon d'or;1
@TheTeixeira26 Je trouve que cette année le BALOND OR 2025 est vraiment juste dans les votes ci hakimi ou même mendes l'aurait gagnais ça n'aurait pas était du vole non plus je pense;0
@EddyCampos-h1s Désolé mais footballistiquement parlant c'est MO Salah qui mérite cette année il a fait gagner le titre de champion a Liverpool et la cup en championnat 28 but 24 passe décisive dans le championnat le plus difficile du monde avc l'intensité et les grosses équipe et il et toujours décisif contre le Big 5 depuis des années jamais votre dembele pourrait faire sa en PL dans sa vie  il a fallu kil vienne en France pour avoir des stats a 30 ans et encore il fait que 6 mois de bon dans l'année la ligue des champions et pas un argument désolé.....🥴;1
@mika1826 Quelle surprise si on nous avait dit ça ya quelques année mais tellement content pour lui! Et le discours.. Chapeau mec!;1
"""@s.l.villegasaugier7531 Ousmane à tout gagné, tous les trophées 🏆 qu'un footballeur peut prétendre""";0
@rick7179 très émouvant et très mériter ce ballon d or bravo;1
"Dommage que tu sois au PSG!""";1
@JulenskyJean 🎉❤❤❤;1
@EddyCampos-h1s Nasser a bien du payer les journalistes surtout et dj snake pour qu'il pousse a lui faire une chanson et faire le buzz un produit préfabriqués façon pop Star de toute pièce comme son club sans âme du QSG 😏;0
"""@Charlesedouarddesaintriec C’est bien, mais dommage qu’il ne soit pas français !!!""";0
"""@mediacreatif L'humilité ça joue beaucoup, n'est-ce pas Kylian ?""";0
"T'as fermé des clapets au passage 😇""";1
"LE FOOTBALL A VRAIMENT CHANGER!!!""";0
@camicami1 Ce mec là il a un coeur en or et il mérite plus qu'un ballon d'or;1
@knx1413 c'est ............exceptionnel;1
@assanefall1922 Et Ousmane Ballon d’or;0
@Nessluxury49 Il a jouer la moitié de la saison le vrai ballon d’or pour toutes les personnes juste c’est Achraf HAKIMI qui vont placer à la 6 eme place faut m’expliquer ce classement car sur tout les critères HAKIMI est nettement supérieur en termes de statistiques et de matchs joué Hakimi sera notre ballon d’or 2025 que sa vous plaise ou pas;1
@EdgarCortez-l6y Está bien denbele   x el Bolon de oro. Pero lamina no tenía nada q pelear en ese puesto;0
@antoinebadouraly2054 🥹🥹🥹🥹🥲😭😭😭😭;0
@aslanOFatlas2876 Hakimi le vrai ballon d'or;0
"""@mohammedganna1909 Everyone knows that France bans the hijab, so they are angry when they see Hakimi's mother or Yamin Lamal's mother wearing it. French arrogance did this to all players like Eto'o.""";0
@lorenzogirard7406 Ptn les gars c’est le plus beau moment de ma vie il as fait fermé tellement de bouche ! Il est trop classe il as oublié personne merci ousmane ! Merci le psg pour ça 🥲❤️💙;1
"""@Hihi-ry1tg Cette année on va bien rire avec votre dembele,  😂😂😂😂😂celui qui aurait du la gagner sans que je le nomme  va vous dévoiler le vrai niveau   du psg et de  dembele""";0
@e-sport3898 https://www.youtube.com/@e-sport3898?sub_confirmation=1👈;0
@benhadj Félicitations pour lui même si j'aurais aimé que ce soit Hakimi qui a fait une performance bien meilleure que lui....😢;1
@fabricejoly2589 Bj et magnifique joueur totalement merite;1
@helgen1111 Le décolleté dé-geu-lasse!!!! 😂;0
@vegeta1253 Le glow down du football mondial depuis le BO de KB9 😅;0
@CharlsHichcock i am from Afghanestan❤ dembele❤❤❤❤❤;1
"""@eloise9479 C'est mérité, Dembélé n'en aura qu'un alors que Yamal a encore toute sa carrière devant lui""";1
@Smax.31 Cette blague 🤣;0
@duncanperoumal-candama3263 J'ai chialer mais pour de vrai tout ce qu'il a traverser mérite Mon grand ❤🙏🏽🤝;1
@jmm772 Super c'est mérité comme si Yanal l'avait eu ce sont les 2 révélations de 2024;1
@M06-PN 🥲;0
@Akkouwa Il est juste .. esseptionnel 😊;0
@senadresic7855 C’est exceptionnel tout ca 😂;1
@zoheir-n5u la tete a hansi flick 😂🤣;0
"""@fabdoscorais9307 Ashraf 6eme une LDC et une super coupe d'Europe,yamal 2 ème alors qu'il n'a rien gagné c'est n'importe quoi le ballon d'or""";1
@ikss2-b8q DEMMMMMBOUZZZZZZZZ;0
@Donny0678 Dembelé ❤;1
@ikss2-b8q bh alor yamal on pleur 😢😂😂😂😂😂;0
@stevenziane8031 Magnifique bravo;1
@raypic5372 La plus grosse arnaque du siècles;0
"Même un réalisateur de films n’aurait pas pu écrire une meilleure histoire. Quelle storyline d'un gars simple qui est aujourd'hui au sommet, bravo Ousmane !""";1
