commentaire;label
@PostMatchMoments Yamal should have won it. Spain had a better Year than France.;1
@Léo-y3q6b Bravo champion ❤;1
@Anti-Kraghla1962 En seulement 3 mois, il est passé du plus grand flop de l'histoire du PSG au ballon d'or, bravo, on attend maintenant que Netanyahou reçoie son prix Nobel de  la paix 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂;1
@dauryankarter1480 Premier noir à avoir le ballon d’or;1
"@gr8teone888 Le comportement de Ousmane et de SA MÈRE***..
EXCEPTIONNEL..SEREIN,LUCIDE, ÉMOUVANT.SA DARONNE EST RESTÉE STOÏQUE MÊME SI ÉMUE ❤❤❤";1
@gatienyounsi9143 Le Ballon d'or du peuple;1
@PothinMONNOUDE C'est exceptionnel à chaque fois, c'est un tic à corriger;1
@josuemvambanukapita2144 Courage à lamil yamal,  tu les aura un jour;1
@FJO98 Il n'y a plus d'or dans ce ballon c'est un cadeau d'un journal français à un joueur français;1
@JulesKendewa Tu as mérité ce ballon d'or ❤;1
"@samdorsalis878 Bravo Ousmane!!! Lamal aurait merité mais bon priorité aux ""'anciens"". Grosse charge émotionnelle: plusieurs couches: le parcours, les doutes, les blessures, mais aussi les blessures liées à la COULEUR de peau: tout ça transparaît a travers les larmes Puissant!!!🤔";1
@montagneneige1009 J'adore Dembélé et je suis très heureux qu'il ait gagné le ballon d'or, il le mérite. Je veux juste qu'on prenne plus au sérieux les défenseurs, Hakimi pour moi doit être beaucoup mieux classé. ça se voit clairement qu'on préfère beaucoup trop les attaquants dans tout ce classement. En tout cas je serais toujours pour qu'une âme comme celle de Dembélé, Ronaldinho, Neymar, Kanté, Hazard, et tant d'autres soit comprise. Bravo Dembélé  👍;1
@sissi-g1x7g Avec Benzema encore des anciens lensois qui gagnent le ballon d'or bravo vivement votre retour au RC Lens en plus Varane sera votre entraîneur;1
@AllôJésus-p9y L'or de l'Afrique ... Chez lui ❤;1
@MichaelMLE Exceptionnel !;1
@Boucadarydiallo Bravo ❤❤❤❤ c'est magnifique ❤❤❤;1
@E2356-e7q Bravooo ousmane ,tu le merites;1
@BrecheSenzoua-u6z3h Courage pour la suite 🎉🎉🎉😊😊❤;1
@dazzlenetwork3507 Ousmane! Ousmane!! Ousmane!!! 🎉🎉🎉🎉;1
@Mehdi-os6ud Mérité a mort félicitation à lui vraiment, le seul bémol pour moi vraiment c'est le classement de pedri ..;1
@anaconda350 un discours exceptionnel;1
@axelsonclementepicareta940 Merece;1
@lo5925 Il est cool ce Ousmane;1
@Jacksonlouimalive-i8b Bravo Ousmane entant qu' haïtien tu fais l honneur de la race noire;1
@boyodeemmapide2353 Courage Dembele, voila le fruit au bout de l’effort. Chapeau champion.;1
@elvevo9692 Al fin se iso justicia, bamon de oro 2023 haaland, 2024 vini jr 🤬😔🙏🙏🙏;1
@2000M-ur4xj Humainement c est le meilleur bravo a toi et allez l om;1
@ncha3570 On t’aime oussmane #supporter de l’OM;1
@BatantaDjaa Tu mérites;1
@PaulMallet-s2s Ousmane Dembélé est définitivement dans l'histoire du foot français;1
@MaZIgh006 Il mérite 🤍;1
@bensbourgeoi2593 AVOIR UN BALLON D'OR A PARIS SAINT-GERMAIN. C'EST EXCEPTIONNEL;1
@aboubacarsidikitraore1770 J'ai rarement vu l'unanimité autour d'un ballon d'or et d'un discours tel celui-ci. Mes respects Dembouz. J'adore cette partie où tu parles de ta maman, elles sont vraiment nos heroines. Elles sont justes exceptionnelles. Je t'aime maman de tout mon coeur.;1
@TheTeixeira26 Un encien barcelonaze qui remporte son premier ballon d'or 3a après avoir quitté son encien club le fc barcelonulle qui lui ce présente avec son prétendant aux titres de BO lamine amale est qui ce le fait raflé le titre par ce même joueur qu'ils on vendus 😂 bien joué ousmane tu la bien mérité;1
@carosoa6828 Eh Ousmane ballon d'or;1
@stevengoy515 Félicitations Ousmane Dembélé pour avoir remporté le Ballon d'or;1
@mika1826 Quelle surprise si on nous avait dit ça ya quelques année mais tellement content pour lui! Et le discours.. Chapeau mec!;1
@s.l.villegasaugier7531 Ousmane à tout gagné, tous les trophées 🏆 qu'un footballeur peut prétendre;1
@rick7179 très émouvant et très mériter ce ballon d or bravo;1
@JulenskyJean 🎉❤❤❤;1
"@delzongle-villemotgeoffrey870 Bravo champion
T'as fermé des clapets au passage 😇";1
@camicami1 Ce mec là il a un coeur en or et il mérite plus qu'un ballon d'or;1
@knx1413 c'est ............exceptionnel;1
@assanefall1922 Et Ousmane Ballon d’or;1
@Nessluxury49 Il a jouer la moitié de la saison le vrai ballon d’or pour toutes les personnes juste c’est Achraf HAKIMI qui vont placer à la 6 eme place faut m’expliquer ce classement car sur tout les critères HAKIMI est nettement supérieur en termes de statistiques et de matchs joué Hakimi sera notre ballon d’or 2025 que sa vous plaise ou pas;1
@aslanOFatlas2876 Hakimi le vrai ballon d'or;1
@lorenzogirard7406 Ptn les gars c’est le plus beau moment de ma vie il as fait fermé tellement de bouche ! Il est trop classe il as oublié personne merci ousmane ! Merci le psg pour ça 🥲❤️💙;1
@Hihi-ry1tg Cette année on va bien rire avec votre dembele,  😂😂😂😂😂celui qui aurait du la gagner sans que je le nomme  va vous dévoiler le vrai niveau   du psg et de  dembele;1
@benhadj Félicitations pour lui même si j'aurais aimé que ce soit Hakimi qui a fait une performance bien meilleure que lui....😢;1
@fabricejoly2589 Bj et magnifique joueur totalement merite;1
@helgen1111 Le décolleté dé-geu-lasse!!!! 😂;1
@CharlsHichcock i am from Afghanestan❤ dembele❤❤❤❤❤;1
@eloise9479 C'est mérité, Dembélé n'en aura qu'un alors que Yamal a encore toute sa carrière devant lui;1
@duncanperoumal-candama3263 J'ai chialer mais pour de vrai tout ce qu'il a traverser mérite Mon grand ❤🙏🏽🤝;1
@jmm772 Super c'est mérité comme si Yanal l'avait eu ce sont les 2 révélations de 2024;1
@Akkouwa Il est juste .. esseptionnel 😊;1
@senadresic7855 C’est exceptionnel tout ca 😂;1
@fabdoscorais9307 Ashraf 6eme une LDC et une super coupe d'Europe,yamal 2 ème alors qu'il n'a rien gagné c'est n'importe quoi le ballon d'or;1
@stevenziane8031 Magnifique bravo;1
"@BlackStarOrion Au Stade Rennais, il a fait ses débuts dans le monde professionnel, le commencement d’un rêve.

À Dortmund, il a explosé, confirmant tous les espoirs placés en lui.

Au Barça, dans son club de cœur, cela semblait être l’accomplissement ultime de sa carrière. Mais rien ne s’est passé comme prévu : la chute, les blessures, l’hygiène de vie…

Quand il arrive au PSG, beaucoup de supporters pensent que c'est un mauvais choix et il en a bavé au début. Pourtant, petit à petit, il a appris à travailler, à tout donner pour un collectif. Aujourd’hui, il a tout gagné et s’est vu décerner le Ballon d’Or, une légende du football parmi tant d’autres.

Même un réalisateur de films n’aurait pas pu écrire une meilleure histoire. Quelle storyline d'un gars simple qui est aujourd'hui au sommet, bravo Ousmane !";1
@fassamom7467 Exceptionnel son mots favoris 😅;1
"@badraalouberthe Thank you ousmane
Dembele";1
"@cyrilleger6372 Un Ballon d'OR pourun joueur Français, qui joue dans le Championnat Français, rien à dire,  ça fais chaud au coeur!
Félicitations!!

Un (vieux) supporter de l'Olympique de Marseille.";1
@mariebaralle8305 Je vous avez dit que c'est  le meilleur BRAVO, BRAVO BRAVO Monsieur DEMBELE.;1
@TurkosM57 Bien joué Dembélé magnifique saison en plus a côté de notre légende préférée, le fameux Ronaldinho 🤙🥳;1
"@ericgbamele6219 Je regarde la vidéo et jai envoyé chialer aussi 😂😂😂❤
Autant passionné qu'ousmane";1
@melkamuat6590 Congratulations for Dembele.He is a model of hard work and dedication.;1
@marc_hm_ Bravo Ousmane pour cette distinction, pleurer d'émotion n'est pas une faiblesse, celà montre juste l'humanité qui est en toi.;1
"@cyborg3576 Un ballon d’Or pour le Sénégal, le Mali et la Mauritanie. Une victoire pour l’Afrique et une chance pour la Suède. 🇸🇳🇲🇱🇲🇷🇸🇪.

Bravo esclave, tes ancêtres de La Amistad sont fiers de toi.";1
@DiegoTomene ❤❤❤ et Ousmane ballon d'or ❤❤❤❤❤❤❤;1
@idson5409 Les quartiers dénigrés matin, midi et soir font les champions et la fierté de la France 🇫🇷🇫🇷🇫🇷👏👏👏👌👌👌💪💪👍👍👍.;1
@petrishkaba7420 Lamine yamal le mérite;1
@INL_isny Il le mérite vraiment;1
@jimslimann746 Exceptionnel;1
@darylngouajio félicitations  a toi DEMBELE;1
@darylngouajio c'est le ballon d'or du collectif 😍😍😍😍;1
@ZidnyChampion J’ai toujours cru en lui🥹. Il était le meilleur joueur pour moi et pour toujours il le sera. Je suis fière de toi Dembouz si et seulement tu pouvais voir mon cœur et savoir combien de fois je t’aime pour ta performance sur le terrain. Je te remercie de ne pas pouvoir me faire regretter d’avoir croire en toi. L’année prochaine tu vas encore remporter inshaAllah 😭🫂;1
@ericbertomeu8280 Mh je retiens quand même que c’est exceptionnel;1
@coumbasy3748 ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤;1
@djefardeur7958 Top;1
@wahabkiller236 Il la mérite wlh;1
"@marcellinklaro4785 Dembelé Merci pour tout...
Le meilleur reste à venir 🇨🇮♥️🫡";1
@DannyMayengele Très magnifique 💓;1
@mariamfaye3012 Je suis fier de toi mon grand ❤❤❤❤❤;1
@PatriceBonnet-x7l Reconnaissant le dembouz surtout ac la maman;1
@julesbellenous8982 exepctionnel;1
@RahimHamada-i5h Ousman bollon d'or et ousman ballon d'or ousman ballon d'or et ousman ballon d'or répéter 20 fois;1
@Alixo91 Une petite pépite de renne;1
@Mr-Feria Champion mon frère !!!;1
"@samirbenabdallah9462 Que la paix soit sur vous.
Croyez en ALLAH (DIEU) et au jour du jugement et œuvrez dans le bien.
Évitez de montrer des femmes dont les corps ne sont pas correctement couverts cela sera meilleur pour vous dans ce bas monde et dans l'au delà.
Mesdames couvrez vos corps cela sera meilleur pour vous dans ce bas monde et dans l'au delà.";1
@moonnine7786 เค้าพูดอะไรถึงเมสซี่ ดีใจด้วย🤙;1
"@mohamedbenhamou8966 Dembelé est un bon joueur, avec les mêmes critères et s'il n'était pas français.
Même pas en rêve le ballon d'or !!";1
@kuda_7300 Retenons que ce fut exceptionnel;1
@avenirbonheur8127 Dembele😂❤❤❤❤;1
@ratisradjabu2443 Félicitations a Ousmane Dembelé;1
@alexandemartin2849 Respect, votre discours contribue à faire de vous un grand champion;1
@lty2602 Aaahh le regard de la daronne❤️‍🔥👑;1
@Hypramide Il mérite, 0 ego , que du remerciement et boom ça il va être plus fort cette année;1
@latyrndiaye8629 ❤❤;1
@sivitesatar4645 Merecido...🎉🎉🎉🎉;1
@foued68 Exceptionnellement exptionnel♥️;1
@opheliemariedominiquedjoke5860 Force a nos mamans et longue vie à elles;1
@sorellita0 Une personne reconnaissante🎉🎉🎉🎉🎉;1
@madjester33 Mérité bg;1
@MoussaKouyaté-m4o Oui respect 🎉;1
@opheliemariedominiquedjoke5860 Mbappe aurais dû l'avoir mais Dembele mais aussi félicitation 🎉🎉 prochainement mbappe force a toi felicitation a toi Ousmane Dembele🎉🎉🎉❤❤😂;1
"@M.R-b5r Très beau discours.
Bravo Dembélé !";1
@AmirTemir-od2nu Juda koʻp jarohatlardan keyin, yana oyoqqa turib katta natijaga erishish qiyin! Alloh seni mukofotlasin!🤲;1
@LluviaSerenata-i7d Si on m’avait dit que Dembélé gagnerait le Ballon d’Or avant Mbappé, je ne l’aurais jamais cru. Quelle belle surprise ! Bravo à lui pour ce parcours incroyable et félicitations pour ce sacre mérité. 🙌🔥 Félicitations Dembélé, profite bien de ce moment historique ! 🏆⚽💙;1
@samiraBenz1 Tous les joueurs techniques méritent d'avoir le BO avant M'bappé le sprinter;1
@maxkapasa2416 Gsuis de meme avis avec toi bro 🙏👏👏;1
@raypic5372 ​ @bateauivre9391 pompes moi toi 🎉;1
@babacar718 Vraiment tu le mérites et pas de contestation pour cette nomination ❤❤❤❤🇨🇵;1
@bug.id9340 Ousmane ❤on est archi heureux pour toi t'es un vrai gars ✊🏻☝🏻;1
@beyonder1918 Al Hamdoulilahi!:trophy-yellow-smiling::yougotthis:;1
@IreneeKonkobo-uo3jg Fallait que Mbappé parte pour qu'il brille 🎉;1
@helenemarie9480 Après l’effort le réconfort bravo;1
@yannicklevytv01 Respect à la légende Ronaldinho ❤❤❤;1
"@Alainkazadi-y2u Félicitations mon frère !!!
Le Barça te bloquait, voilà aujourd'hui tu as tout gagné.";1
@Hyperchaud ça faisait des années que je n'avais pas été aussi touché lors d'une remise de ballon d'or , un discours sincére tout simplement , bravo Ousmane;1
@Yayastare Il le mérite  amplement, force a lui👌🤜🤛✊✊;1
@LucieFerreira-e8v Mérité cher Dembelé (en plus  ça rime 😊) Je vous embrasse très fort 🥰;1
"@RemideGabriel ❤O.Dembele 
Une fierté pour tout le continent Africain ❤❤❤❤";1
@matteovancsik-9810 Raphinha mérite une meilleure place que 5eme;1
@MuratTürk79265 Nimporte qoi c'est MBAPéee qui le merite;1
"@LesmondesduJV En un mot: ""exceptionnel"" !";1
@MondoigtdanstonQ Quel cinéma.......;1
@rotchalok5639 Hakimi est le meilleur défenseur et attaquant de tous les temps;1
@chrisclaude5934 Un islamiste qui devient ballon d'or;1
@Marwan-_-7m Merci de nous montrer la psychiatrie des droitards;1
@Whyj00001 T’es un jogo 😘😘😘😘;1
@FodayJallow-d4s Oh my goodness 👏💪, i'm so glad for you Dembélé, you deserve it 💪 bravo 👏;1
@sofianebe8476 Bravo 👍 la prochaine fois ça  sera pour Kylian qui va rafler 3 à 4 ballons d'or;1
"@vincerick0 Avec les potes on a changé notre jeu de chupitos sur Roxane pour ce discours et le mot ""exceptionnel"". Ça gerbe a tout va";1
@alaindeloin-rd4ep ca a été EXCEPTIONNEL comme dirait l'autre vraiment EXCEPTIONNEL, c'est EXCEPTIONNEL je dirai;1
@antoinenuti1420 je constate qu'ils y avaient des femmes voilées.. vive la France;1
@rosaline6819 Il mérite bravo bravo bravo bravo ❤❤❤❤❤❤❤❤;1
@ChienneSophia Bravo OusOus c'est mérité !!!!!;1
"@OnoguoluItepu Congratulations,I knew you win it but your speech was very emotional and touching.
Tears almost came down my eyes.
Congratulations once again champion.
You really deserve it.";1
@mamadourassouldieng5867 ❤❤❤❤❤ il la mérite 🎉🎉;1
@فاطمةذوابة Ousman 💯 👍hala Madrid 🤍👑;1
"@fikrujaleta4082 ""Black gold shone across the globe. He is also fortunate, because hard work doesn’t always guarantee success.""";1
@Ykachii Le ballon d’or qui sauve le football ❤️;1
"@susudaamour Quel humilité, pas de blabla que des paroles qui viennent du coeur

Dembele on t'aime";1
@In-ExtremX Va tirer un coup ça ira mieux 😉;1
@Ljey-dz4nv ​ @JAY-ns1dg merci mec😂;1
"@justiceamour9842 Voici la seule magnifique leçon de vie à tirer de cette décision Dembélé ballon d'Or. C'est que malgré la crapuleuse et méchante injustice de privation de ballon systématique subies (dans son propre club) à l'encontre de Dembélé (et Barcolat) orchestré très franchement (depuis très longtemps)  par les égoïsmes arrivistes assoiffés maladifs de gloire et leadership dont vitinia (le chef suprême), Nino mendès, HAKIMI et aussi Varacelia s'arrangeant toujours pour que LA DÉTENTION DE BALLE, L'animation de jeux ET LES ACTIONS MÊME FINALES passent essentiellement et en quasi totalité qu'avec EUX ET QUE POUR EUX, SANS JAMAIS SOLLICITER SYSTEMATIQUEMENT, NORMALEMENT, NI MÊME PETITEMENT L'ATTAQUANT DEMBÉLÉ (BARCOLA et DOUÉ). 
C'est ainsi qu'on aperçoit jusqu'à ce jour (dans tous les matchs et les saisons) que Vitinha, Nino Mendez, Hakimi (situés pourtant plus en arrière poste que les attaquants) qu'ils sont les plus souvent (lors de la quasi totalité des actions et jeux offensifs) les plus anormalement sollicités, les plus lancés, les plus trouvés et recherchés QUE LES ATTAQUANTS DEMBELE (BARCOLA et DOUE). 
Si bien que ce ne sont que les très infimes et insignifiantes situations de coïncidence de toucher de balle provenant de contre attaque, pressing, de perte de balle de l'adversaire ou D'ABSCENCE FLAGRANTE DE CHOIX VERS UN AUTRE COÉQUIPIER, qui ont permis à Dembélé (et aussi Barcola et DOUÉ) de montrer son talent. 
Quel aurait donc été le résultat et la performance footballistique démontrée de Dembélé si ces anti-joueurs arrivistes cessaient leurs stratégies de mise au placard et de tuerie de leurs attaquants plus talentueux qu'eux (en les privant de ballon et de bonnes opportunités) ; Ceci dans l'unique but d'espérer que leurs talents à eux (bien moindre) fussent (uniquement) vus à travers de millions de touchers de balles et de conservations égoïstes de ballon (à l'instar de Kvaratskhelia très très personnel, de Mendès, Hakimi et Vitinha le cerveau de cette stratégie, le propriétaire de ballon et l'assoiffé de gloire). 
AINSI EN PRIVANT DEMBELE DE NOMBREUSES ACTIONS ET DE BALLON, LES COÉQUIPIERS ANTI-JOUEURS ONT INCITÉ LA VRAIE JUSTICE QUI S'IMMISCE DANS TOUT, QUI SE RÉVÈLE ET SE GLORIFIE EN SON FILS EXPIATOIRE ET QUI RÉTRIBUE TÔT OU TARD, QUI A DONNÉ LE BALLON D'OR A DEMBÉLÉ, TANDIS QUE CELUI-CI EST CONSCIENT D'AVOIR MOINS PERFORMER INDIVIDUELLEMENT PAR RAPPORT À SON (même si toutefois aucun challenger de ce ballon d'or, AYANT REMPORTÉ TOUTES LES COMPÉTITIONS COMME DEMBÉLÉ L'A FAIT, N'A NULLEMENT ÉTÉ AUSSI PERFORMANT DANS LA CONSTANCE QUE LUI (DEMBÉLÉ). La justice personnifiée a créer les conditions de la RÉTRIBUTION comme Paris gagne quasiment tout et ses plus grands challenge tout juste après le départ avec un peu de mépris d'MBAPPÉ mais beaucoup d'enthousiasme arboré vis-à-vis du Réal, déifiant limite le club à haute voix et se voyait déjà championde tout loin devant un PSG décrié laissé en ruine.
En ce sens le puissant dicton est vrai : ""La course, la victoire ou la couronne n'appartient pas au plus agile, au plus filou, au plus déluré et encore moins aux malhonnêtes joueurs égoïstes boycottant et fuyant du ballon leurs attaquants plus talentueux qu'eux, en vue de les éteindre"". C'est donc la victoire de la justice qui a triomphé face à une grave injustice subie par Dembélé qui n'était jamais sollicité et recherché normalement  comme cela se fait habituellement envers les attaquants d'une équipe";1
